City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,Kismayo,-0.3582,42.5454,77.72,76,46,17.09,SO,2023-01-12 15:33:32
276,Manokwari,-0.8667,134.0833,78.22,82,78,3.18,ID,2023-01-12 15:33:32
277,Bowen,-20.0167,148.2333,78.33,83,100,12.73,AU,2023-01-12 15:33:33
278,Hami,42.8,93.45,15.15,23,100,18.5,CN,2023-01-12 15:33:33
279,Conceicao Do Araguaia,-8.2578,-49.2647,88.5,54,2,5.32,BR,2023-01-12 15:33:33
280,Tommot,58.9564,126.2925,-25.28,99,100,2.73,RU,2023-01-12 15:33:34
281,Lata,40.1629,-8.3327,58.08,74,100,3.83,PT,2023-01-12 15:33:34
282,Huarmey,-10.0681,-78.1522,73.69,72,91,9.73,PE,2023-01-12 15:33:34
283,Biak,-0.9131,122.8766,76.03,79,100,3.09,ID,2023-01-12 15:33:35
284,Port Lincoln,-34.7333,135.8667,64.36,81,74,8.93,AU,2023-01-12 15:33:35
285,Nemuro,43.3236,145.575,32.36,83,5,2.3,JP,2023-01-12 15:33:35
286,Adelaide,-34.9333,138.6,76.05,32,0,3.44,AU,2023-01-12 15:33:36
287,Kavieng,-2.5744,150.7967,80.29,80,94,4.99,PG,2023-01-12 15:33:36
288,Nova Olinda Do Norte,-3.8881,-59.0942,89.92,53,32,6.31,BR,2023-01-12 15:33:36
289,Palestine,31.9216,35.2033,50.94,78,58,5.64,PS,2023-01-12 15:33:37
290,San Cristobal,7.7669,-72.225,68.18,64,100,5.53,VE,2023-01-12 15:33:37
291,Pevek,69.7008,170.3133,-22.63,93,6,3.49,RU,2023-01-12 15:33:37
292,De Aar,-30.6497,24.0123,85.78,37,75,18.41,ZA,2023-01-12 15:33:38
293,Tiksi,71.6872,128.8694,-32.04,99,100,7.85,RU,2023-01-12 15:33:38
294,Sistranda,63.7256,8.834,39.16,75,99,17.18,NO,2023-01-12 15:33:38
295,Kavaratti,10.5669,72.642,81.16,63,100,6.31,IN,2023-01-12 15:33:39
296,Charcas,23.1333,-101.1167,62.42,22,0,1.63,MX,2023-01-12 15:33:39
297,Mathathane,-22.2687,28.7495,88.23,19,0,14.58,BW,2023-01-12 15:33:39
298,Catarroja,39.4,-0.4,66.99,52,0,8.01,ES,2023-01-12 15:33:40
299,Tuatapere,-46.1333,167.6833,45.77,95,14,3.44,NZ,2023-01-12 15:33:40
300,Kachug,53.9606,105.8817,-15.48,92,97,4.59,RU,2023-01-12 15:33:40
301,Atikokan,48.7555,-91.6216,10.13,93,86,7.52,CA,2023-01-12 15:33:41
302,Little Current,45.9793,-81.9248,33.42,99,100,6.24,CA,2023-01-12 15:33:41
303,Biltine,14.5333,20.9167,79.21,15,61,9.31,TD,2023-01-12 15:33:41
304,Nishihara,26.1842,127.7558,69.46,73,0,16.11,JP,2023-01-12 15:33:42
305,Camacha,33.0833,-16.3333,62.02,63,40,11.5,PT,2023-01-12 15:33:42
306,Gwembe,-16.4975,27.6069,70.79,81,31,4.45,ZM,2023-01-12 15:33:42
307,Ofaqim,31.3141,34.6203,58.71,60,23,5.55,IL,2023-01-12 15:33:43
308,Sur,22.5667,59.5289,67.19,56,59,20.22,OM,2023-01-12 15:33:43
309,Uruzgan,32.8333,66.0,24.48,55,6,3.85,AF,2023-01-12 15:33:43
310,Akom,2.6678,12.7109,89.28,19,90,2.71,CM,2023-01-12 15:33:44
311,Bangkalan,-7.0455,112.7351,78.75,81,87,6.46,ID,2023-01-12 15:33:44
312,Gouyave,12.1646,-61.7296,83.17,70,20,20.71,GD,2023-01-12 15:33:44
313,Aykino,62.2248,49.9922,13.1,92,100,10.0,RU,2023-01-12 15:33:45
314,Codrington,-38.2667,141.9667,59.4,95,52,7.85,AU,2023-01-12 15:33:45
315,Jilin,43.0,126.0,25.52,91,100,3.13,CN,2023-01-12 15:33:45
316,Longyearbyen,78.2186,15.6401,28.24,74,75,10.36,SJ,2023-01-12 15:33:46
317,Saint-Augustin,51.226,-58.6502,10.63,75,20,6.44,CA,2023-01-12 15:33:46
318,Harper,4.375,-7.7169,84.22,65,40,9.48,LR,2023-01-12 15:33:46
319,Mar Del Plata,-38.0023,-57.5575,76.82,50,0,5.75,AR,2023-01-12 15:30:07
320,Thinadhoo,0.5333,72.9333,80.44,73,77,12.59,MV,2023-01-12 15:34:47
321,Marsh Harbour,26.5412,-77.0636,72.77,58,26,9.08,BS,2023-01-12 15:34:47
322,Belyy Yar,53.6039,91.3903,-20.31,76,29,2.24,RU,2023-01-12 15:34:47
323,Villazon,-22.0866,-65.5942,64.69,28,0,4.9,BO,2023-01-12 15:34:48
324,Snasa,64.2457,12.3778,38.61,92,100,10.54,NO,2023-01-12 15:34:48
325,Cayenne,4.9333,-52.3333,76.95,91,100,10.58,GF,2023-01-12 15:34:48
326,Asau,46.4333,26.4,29.32,98,100,2.19,RO,2023-01-12 15:34:49
327,Dikson,73.5069,80.5464,-19.88,91,100,11.45,RU,2023-01-12 15:34:49
328,Batagay-Alyta,67.8006,130.4114,-35.81,99,100,2.39,RU,2023-01-12 15:34:49
329,Vardo,70.3705,31.1107,37.38,81,75,17.27,NO,2023-01-12 15:34:50
330,Kalmunai,7.4167,81.8167,73.62,74,52,7.49,LK,2023-01-12 15:34:50
331,Vila Do Maio,15.1333,-23.2167,79.59,70,0,20.4,CV,2023-01-12 15:34:50
332,Taranagar,28.6709,75.0351,60.89,45,0,1.88,IN,2023-01-12 15:34:50
333,Jiayuguan,39.8167,98.3,12.25,35,100,7.65,CN,2023-01-12 15:34:51
334,Terney,45.0503,136.6092,25.2,76,6,5.37,RU,2023-01-12 15:34:51
335,Tazovskiy,67.4667,78.7,-27.85,98,89,9.91,RU,2023-01-12 15:34:51
336,Bauchi,10.5,10.0,83.17,15,2,7.25,NG,2023-01-12 15:34:52
337,Kungurtug,50.5994,97.5228,-30.69,99,67,1.41,RU,2023-01-12 15:34:52
338,Leskovik,40.1514,20.5972,37.67,73,99,2.59,AL,2023-01-12 15:34:52
339,Charlotte,35.2271,-80.8431,59.58,89,100,10.36,US,2023-01-12 15:32:27
340,Maun,-19.9833,23.4167,93.16,20,0,8.05,BW,2023-01-12 15:34:53
341,Rusape,-18.5278,32.1284,70.41,58,15,7.18,ZW,2023-01-12 15:34:53
342,Riberalta,-10.9833,-66.1,86.2,70,75,6.91,BO,2023-01-12 15:34:53
343,Soure,-0.7167,-48.5233,81.23,81,71,11.5,BR,2023-01-12 15:31:41
344,Willemstad,12.1084,-68.9335,80.51,78,20,10.36,CW,2023-01-12 15:34:54
345,Redmond,47.674,-122.1215,49.37,92,100,5.01,US,2023-01-12 15:34:04
346,San Ramon De La Nueva Oran,-23.1322,-64.326,95.43,28,0,5.75,AR,2023-01-12 15:34:54
347,Richards Bay,-28.783,32.0377,77.59,65,1,11.88,ZA,2023-01-12 15:34:55
348,Sarandi,-23.4436,-51.8739,78.35,78,75,8.05,BR,2023-01-12 15:30:43
349,Margate,51.3813,1.3862,53.87,84,100,8.99,GB,2023-01-12 15:34:55
350,Jonesboro,35.8423,-90.7043,55.17,93,100,6.91,US,2023-01-12 15:31:33
351,Shalinskoye,55.7228,93.7594,-7.49,77,77,12.91,RU,2023-01-12 15:34:55
352,Brae,60.3964,-1.353,42.1,84,45,10.16,GB,2023-01-12 15:34:56
353,Eastbourne,50.7687,0.2845,53.11,91,100,11.01,GB,2023-01-12 15:34:56
354,Hasaki,35.7333,140.8333,30.6,59,23,8.32,JP,2023-01-12 15:34:56
355,Grindavik,63.8424,-22.4338,30.67,64,40,9.22,IS,2023-01-12 15:34:57
356,Agirish,61.9247,63.0231,5.58,93,38,6.71,RU,2023-01-12 15:34:57
357,Severobaykalsk,55.65,109.3167,-15.09,91,96,5.06,RU,2023-01-12 15:34:57
358,Beloha,-25.1667,45.05,76.5,78,30,15.61,MG,2023-01-12 15:34:58
359,Mbanza-Ngungu,-5.25,14.8667,73.87,86,90,3.96,CD,2023-01-12 15:34:58
360,Kaa-Khem,51.6833,94.7333,-26.48,88,6,4.68,RU,2023-01-12 15:34:58
361,Asmara,15.3333,38.9333,54.18,86,90,3.51,ER,2023-01-12 15:34:59
362,Adrar,20.5022,-10.0711,77.22,8,0,11.99,MR,2023-01-12 15:34:59
363,Svetlyy,54.675,20.1347,44.65,78,100,22.46,RU,2023-01-12 15:34:59
364,Auki,-8.7676,160.7034,77.45,84,99,5.06,SB,2023-01-12 15:35:00
365,Magadan,59.5667,150.8,-4.14,98,99,3.47,RU,2023-01-12 15:35:00
366,Mombetsu,44.3525,143.3525,28.15,84,6,5.12,JP,2023-01-12 15:35:00
367,Tres Arroyos,-38.3739,-60.2798,77.83,23,6,16.44,AR,2023-01-12 15:36:01
368,Moerai,-22.4333,-151.3333,76.53,87,100,20.6,PF,2023-01-12 15:36:01
369,Sohbatpur,28.5202,68.5434,56.62,18,0,11.43,PK,2023-01-12 15:36:01
370,Yarmouth,41.7057,-70.2286,42.96,81,100,12.66,US,2023-01-12 15:36:01
371,Nobres,-14.7203,-56.3275,80.65,77,97,5.82,BR,2023-01-12 15:36:02
372,Ribas Do Rio Pardo,-20.4431,-53.7592,83.73,64,26,10.4,BR,2023-01-12 15:36:02
373,Chesma,53.8111,60.6533,9.39,63,98,20.74,RU,2023-01-12 15:36:02
374,Roma,43.2128,-75.4557,38.82,89,100,10.36,US,2023-01-12 15:36:03
375,Kamaishi,39.2667,141.8833,42.48,80,45,5.3,JP,2023-01-12 15:36:03
376,Buraydah,26.326,43.975,55.85,55,14,8.43,SA,2023-01-12 15:34:41
377,Goroka,-6.0834,145.3873,59.07,97,100,1.5,PG,2023-01-12 15:36:04
378,Puerto Rondon,6.2805,-71.1,86.18,57,84,8.43,CO,2023-01-12 15:36:04
379,Sampang,-7.1872,113.2394,80.8,75,66,8.75,ID,2023-01-12 15:36:04
380,Kohila,59.1681,24.7575,36.82,98,100,14.58,EE,2023-01-12 15:36:05
381,Nivala,63.9167,24.9667,35.69,87,100,13.02,FI,2023-01-12 15:36:05
382,Constitucion,-35.3333,-72.4167,68.76,45,11,14.5,CL,2023-01-12 15:36:05
383,Sinnamary,5.3833,-52.95,76.69,90,100,9.86,GF,2023-01-12 15:36:06
384,Mogadishu,2.0371,45.3438,77.94,83,46,20.92,SO,2023-01-12 15:34:05
385,Nouadhibou,20.931,-17.0347,80.58,21,0,8.05,MR,2023-01-12 15:36:06
386,Luis Gil Perez,17.8667,-93.05,75.9,78,14,1.25,MX,2023-01-12 15:36:06
387,Noumea,-22.2763,166.4572,73.38,79,13,4.54,NC,2023-01-12 15:31:28
388,Tolyatti,53.5303,49.3461,3.88,83,66,13.47,RU,2023-01-12 15:36:07
389,Vredendal,-31.6683,18.5012,73.81,48,13,15.95,ZA,2023-01-12 15:36:07
390,Esil,51.9556,66.4042,4.62,84,99,12.21,KZ,2023-01-12 15:36:07
391,Heidenau,50.9722,13.8674,47.93,90,75,14.97,DE,2023-01-12 15:36:08
392,Hamilton,39.1834,-84.5333,54.93,97,75,9.22,US,2023-01-12 15:32:01
393,Ailigandi,9.2333,-78.0167,78.6,85,99,10.4,PA,2023-01-12 15:36:08
394,Barra Do Bugres,-15.0725,-57.1811,84.43,64,100,5.46,BR,2023-01-12 15:34:34
395,Tevriz,57.509,72.4042,10.22,92,100,8.79,RU,2023-01-12 15:36:08
396,Nouakchott,18.0858,-15.9785,85.93,21,0,12.15,MR,2023-01-12 15:34:59
397,Duncan,34.5023,-97.9578,43.02,61,0,21.85,US,2023-01-12 15:35:30
398,Cozumel,20.5083,-86.9458,81.07,75,0,9.22,MX,2023-01-12 15:35:13
399,Sedalia,38.7045,-93.2283,33.71,80,100,13.8,US,2023-01-12 15:36:09
400,Khorixas,-20.3667,14.9667,99.0,12,96,7.29,NA,2023-01-12 15:36:09
401,Port Hawkesbury,45.6169,-61.3485,28.58,75,100,11.99,CA,2023-01-12 15:36:10
402,Kirakira,-10.4544,161.9205,78.78,85,86,4.0,SB,2023-01-12 15:36:10
403,Surt,31.2089,16.5887,61.88,66,97,13.51,LY,2023-01-12 15:36:11
404,Pavullo Nel Frignano,44.3315,10.835,44.24,73,60,0.27,IT,2023-01-12 15:36:11
405,Kaputa,-8.4689,29.6619,69.66,81,96,5.88,ZM,2023-01-12 15:36:11
406,Pacific Grove,36.6177,-121.9166,52.9,89,0,4.0,US,2023-01-12 15:36:12
407,Toyooka,35.5333,134.8333,46.04,85,16,6.31,JP,2023-01-12 15:36:12
408,Taoudenni,22.6783,-3.9836,80.69,11,0,8.99,ML,2023-01-12 15:36:12
409,Lasa,46.6166,10.7002,43.68,87,97,1.99,IT,2023-01-12 15:36:13
410,Martapura,-3.4167,114.85,75.29,100,62,3.44,ID,2023-01-12 15:36:13
411,Ruda Nad Moravou,49.981,16.8778,46.96,92,100,8.25,CZ,2023-01-12 15:36:13
412,San Carlos,9.6612,-68.5827,90.86,41,43,3.13,VE,2023-01-12 15:36:13
413,Port-Cartier,50.0334,-66.8654,7.75,70,87,2.35,CA,2023-01-12 15:36:14
414,Genhe,50.7833,121.5167,2.1,72,100,10.8,CN,2023-01-12 15:36:14
415,Guerrero Negro,27.9769,-114.0611,62.96,46,2,0.72,MX,2023-01-12 15:37:15
416,Omboue,-1.5746,9.2618,80.22,73,100,4.32,GA,2023-01-12 15:37:15
417,Kawalu,-7.3817,108.2082,72.61,97,95,1.19,ID,2023-01-12 15:37:15
418,Tiarei,-17.5333,-149.3333,78.82,82,100,16.53,PF,2023-01-12 15:37:16
419,Deputatskiy,69.3,139.9,-45.89,94,92,5.12,RU,2023-01-12 15:37:17
420,Pleasanton,37.6624,-121.8747,57.78,87,0,4.61,US,2023-01-12 15:36:29
421,Caranavi,-15.8167,-67.55,80.73,63,43,3.67,BO,2023-01-12 15:37:17
422,Pangody,65.85,74.4859,-14.94,99,93,5.88,RU,2023-01-12 15:37:18
423,Frontera,26.9333,-101.45,64.33,42,0,16.11,MX,2023-01-12 15:32:49
424,Hay River,60.8156,-115.7999,17.58,93,100,5.75,CA,2023-01-12 15:35:42
425,Fonte Boa,-2.4959,-66.2662,85.41,70,27,4.83,BR,2023-01-12 15:37:19
426,Mersing,2.4312,103.8405,80.51,83,20,4.61,MY,2023-01-12 15:37:20
427,Minudasht,37.2289,55.3747,36.97,60,0,0.0,IR,2023-01-12 15:37:20
428,Kenora,49.8167,-94.4337,11.37,85,100,8.05,CA,2023-01-12 15:37:21
429,Culpeper,38.5004,-77.9664,44.42,95,100,5.93,US,2023-01-12 15:36:07
430,Killybegs,54.6333,-8.45,44.31,85,100,43.58,IE,2023-01-12 15:37:23
431,Severo-Kurilsk,50.6789,156.125,24.28,74,99,33.33,RU,2023-01-12 15:37:23
432,Villa Guerrero,18.8667,-99.65,65.82,40,1,2.21,MX,2023-01-12 15:37:24
433,Solvychegodsk,61.3305,46.9156,15.91,90,100,11.72,RU,2023-01-12 15:37:24
434,Krosno Odrzanskie,52.0549,15.0988,47.86,82,100,14.88,PL,2023-01-12 15:37:24
435,Strezhevoy,60.7333,77.5889,4.23,96,100,7.31,RU,2023-01-12 15:37:25
436,Northam,51.0333,-4.2167,50.4,77,75,26.15,GB,2023-01-12 15:37:25
437,Osoyoos,49.0331,-119.4524,39.96,93,100,12.66,CA,2023-01-12 15:37:26
438,Panalingaan,8.7842,117.4231,78.66,83,98,0.92,PH,2023-01-12 15:37:26
439,Ascension,30.2169,-90.9001,73.4,89,100,9.22,US,2023-01-12 15:37:28
440,Kochubey,44.3861,46.5825,36.5,69,97,32.79,RU,2023-01-12 15:37:29
441,Olinda,-8.0089,-34.8553,85.73,62,40,8.05,BR,2023-01-12 15:37:30
442,Upata,8.0086,-62.3989,83.19,57,98,7.63,VE,2023-01-12 15:37:31
443,Paita,-5.0892,-81.1144,74.21,67,100,9.69,PE,2023-01-12 15:37:31
444,Waipawa,-41.4122,175.5153,51.49,87,80,5.86,NZ,2023-01-12 15:37:32
445,San Vicente,-26.6167,-54.1333,89.92,32,16,5.14,AR,2023-01-12 15:37:32
446,Havelock,34.8791,-76.9013,67.98,72,75,7.0,US,2023-01-12 15:34:04
447,Monforte De Lemos,42.5216,-7.5142,50.58,77,100,3.69,ES,2023-01-12 15:37:33
448,Kruisfontein,-34.0033,24.7314,86.88,87,39,23.0,ZA,2023-01-12 15:37:33
449,Cabedelo,-6.9811,-34.8339,88.47,62,95,13.02,BR,2023-01-12 15:37:34
450,Mattoon,39.4831,-88.3728,44.04,87,100,19.57,US,2023-01-12 15:37:34
451,Ullal,12.8,74.85,77.95,69,29,0.0,IN,2023-01-12 15:37:34
452,Panzhihua,26.5851,101.7128,49.64,58,0,0.18,CN,2023-01-12 15:37:35
453,Parkes,-33.1333,148.1833,72.36,54,85,1.01,AU,2023-01-12 15:37:35
454,Hailey,43.5196,-114.3153,24.66,86,100,9.22,US,2023-01-12 15:37:35
455,Sao Filipe,14.8961,-24.4956,75.43,63,0,12.3,CV,2023-01-12 15:37:35
456,Fortuna,40.5982,-124.1573,64.74,71,100,27.63,US,2023-01-12 15:37:36
457,Goldsboro,35.3849,-77.9928,66.18,55,100,10.36,US,2023-01-12 15:35:33
458,Zhireken,52.8249,117.3076,-11.83,79,1,6.33,RU,2023-01-12 15:37:36
459,Bratsk,56.1325,101.6142,-15.66,86,100,10.58,RU,2023-01-12 15:38:37
460,Port Augusta,-32.5,137.7667,78.85,35,3,9.13,AU,2023-01-12 15:38:37
461,Marrakesh,31.6315,-8.0083,68.07,45,40,4.61,MA,2023-01-12 15:34:00
462,Baykit,61.67,96.37,-34.17,100,99,1.52,RU,2023-01-12 15:38:37
463,Dickinson,29.4608,-95.0513,65.98,44,0,10.36,US,2023-01-12 15:38:38
464,Fort Nelson,58.8053,-122.7002,-11.88,100,56,1.07,CA,2023-01-12 15:38:38
465,Zhuanghe,39.7008,122.9911,35.01,91,100,14.09,CN,2023-01-12 15:38:38
466,Port Pirie,-33.1833,138.0167,80.08,27,3,5.82,AU,2023-01-12 15:38:39
467,Kutum,14.2,24.6667,68.23,18,51,10.42,SD,2023-01-12 15:38:39
468,Rio Cuarto,-33.1307,-64.3499,64.17,82,75,3.44,AR,2023-01-12 15:38:39
469,High Level,58.5169,-117.136,17.71,100,100,2.3,CA,2023-01-12 15:38:40
470,Binzhou,37.3667,118.0167,45.21,86,100,8.79,CN,2023-01-12 15:38:40
471,Arlit,18.7369,7.3853,78.08,8,5,6.44,NE,2023-01-12 15:38:40
472,Dabakala,8.3667,-4.4333,95.76,10,28,5.14,CI,2023-01-12 15:38:41
473,Sanlucar La Mayor,37.3871,-6.2011,63.55,61,0,4.61,ES,2023-01-12 15:38:41
474,Jibuti,11.5,42.5,71.38,60,19,13.91,DJ,2023-01-12 15:35:39
475,Vanavara,60.34,102.2797,-28.73,97,98,6.8,RU,2023-01-12 15:38:41
476,Metlika,45.6472,15.3142,46.29,94,99,2.77,SI,2023-01-12 15:38:42
477,Mao,39.8885,4.2658,59.56,63,20,8.05,ES,2023-01-12 15:38:42
478,Kaeo,-35.1,173.7833,60.33,94,65,5.08,NZ,2023-01-12 15:38:42
479,Lumberton,34.6182,-79.0086,67.82,72,100,10.36,US,2023-01-12 15:38:43
480,Srednekolymsk,67.45,153.6833,-26.97,99,100,7.23,RU,2023-01-12 15:38:43
481,Iqaluit,63.7506,-68.5145,-20.31,68,75,3.44,CA,2023-01-12 15:38:43
482,Santiago,-33.4569,-70.6483,84.29,31,0,9.22,CL,2023-01-12 15:36:25
483,Ituverava,-20.3394,-47.7806,78.71,73,92,5.79,BR,2023-01-12 15:38:44
484,Axim,4.8699,-2.2405,83.57,67,100,11.25,GH,2023-01-12 15:38:44
485,Barcelos,41.5388,-8.6151,53.92,82,100,3.47,PT,2023-01-12 15:38:44
486,Tamiahua,21.2667,-97.45,76.51,78,22,6.58,MX,2023-01-12 15:38:45
487,Ankazoabo,-22.2833,44.5167,76.68,78,100,3.47,MG,2023-01-12 15:38:45
488,Bayshore Gardens,27.4253,-82.5904,74.23,56,0,4.61,US,2023-01-12 15:38:45
489,Jackson,42.4165,-122.8345,51.04,89,100,1.99,US,2023-01-12 15:36:13
490,Armizonskoye,55.9461,67.6736,9.09,90,100,17.16,RU,2023-01-12 15:38:46
491,Luba,3.4568,8.5547,85.89,73,63,7.47,GQ,2023-01-12 15:38:46
492,Nowogard,53.6744,15.1163,50.97,81,75,14.97,PL,2023-01-12 15:38:46
493,Tutoia,-2.7619,-42.2744,85.53,62,67,13.67,BR,2023-01-12 15:38:47
494,Sola,-13.8833,167.55,75.87,100,100,2.3,VU,2023-01-12 15:38:47
495,Torrijos,39.9819,-4.2835,53.85,59,22,5.82,ES,2023-01-12 15:38:47
496,Payo,-3.7508,103.6372,73.99,97,98,2.51,ID,2023-01-12 15:38:48
497,Owen Sound,44.5672,-80.9435,36.32,97,100,1.01,CA,2023-01-12 15:38:48
498,Le Pont-De-Claix,45.1244,5.7064,48.61,79,99,0.81,FR,2023-01-12 15:38:48
499,Evensk,61.95,159.2333,6.66,84,100,5.91,RU,2023-01-12 15:38:48
500,Great Yarmouth,52.6083,1.7305,55.65,84,100,26.49,GB,2023-01-12 15:38:49
501,Marilia,-22.2139,-49.9458,76.59,68,100,8.57,BR,2023-01-12 15:38:49
502,San Policarpo,12.1791,125.5072,77.63,90,100,18.63,PH,2023-01-12 15:38:49
503,Lakes Entrance,-37.8811,147.981,62.96,97,42,7.02,AU,2023-01-12 15:38:50
504,Padang,-0.9492,100.3543,77.05,86,99,3.06,ID,2023-01-12 15:38:50
505,Chippewa Falls,44.9369,-91.3929,30.97,86,100,11.5,US,2023-01-12 15:38:50
506,Summerside,46.3959,-63.7876,22.46,73,100,2.3,CA,2023-01-12 15:38:51
507,Teseney,15.11,36.6575,80.98,32,23,10.87,ER,2023-01-12 15:39:51
508,Eyl,7.9803,49.8164,76.32,67,39,21.88,SO,2023-01-12 15:39:51
509,Kormilovka,55.0026,74.1028,9.72,94,100,15.12,RU,2023-01-12 15:39:52
510,Flin Flon,54.7682,-101.865,8.44,92,100,5.75,CA,2023-01-12 15:39:52
511,Svetlaya,46.5389,138.3297,22.53,88,17,6.93,RU,2023-01-12 15:39:52
512,Mega,4.05,38.3,71.13,25,32,11.16,ET,2023-01-12 15:39:53
513,La Rioja,42.25,-2.5,47.98,71,100,2.08,ES,2023-01-12 15:39:53
514,Xocali,39.913,46.7903,25.57,96,100,0.27,AZ,2023-01-12 15:39:53
515,Vozhega,60.4725,40.2213,17.78,90,100,12.46,RU,2023-01-12 15:39:54
516,Maldonado,-34.6667,-54.9167,78.19,42,46,13.76,UY,2023-01-12 15:39:54
517,Chajul,15.4853,-91.0342,60.84,53,1,3.56,GT,2023-01-12 15:39:54
518,Idil,37.3411,41.8895,42.73,45,0,1.14,TR,2023-01-12 15:39:55
519,Kazachinskoye,57.6953,93.2761,-14.42,96,60,5.21,RU,2023-01-12 15:39:55
520,Amalapuram,16.5833,82.0167,67.19,83,65,3.51,IN,2023-01-12 15:39:55
521,Paramonga,-10.6667,-77.8333,73.69,70,92,11.77,PE,2023-01-12 15:39:56
522,Vanimo,-2.6741,141.3028,77.25,88,100,2.42,PG,2023-01-12 15:39:56
523,Fuxin,42.0156,121.6589,36.05,99,100,2.91,CN,2023-01-12 15:39:56
524,Muravlenko,63.7898,74.523,-0.33,97,99,7.29,RU,2023-01-12 15:39:57
525,Baijiantan,45.6333,85.1833,-3.62,87,2,6.13,CN,2023-01-12 15:39:57
526,Kamenskiy,50.8855,45.488,5.2,92,29,8.05,RU,2023-01-12 15:39:57
527,Worthington,40.0931,-83.018,50.11,97,100,8.05,US,2023-01-12 15:35:38
528,Lysyye Gory,51.5506,44.8414,6.76,86,14,10.71,RU,2023-01-12 15:39:58
529,Papagaios,-19.4492,-44.7478,79.16,71,97,4.12,BR,2023-01-12 15:39:58
530,Dalby,-27.1833,151.2667,67.98,77,78,1.99,AU,2023-01-12 15:39:58
531,Bardiyah,31.7561,25.0865,59.23,63,16,13.89,LY,2023-01-12 15:39:59
532,Saint-Joseph,-21.3667,55.6167,73.09,79,98,9.73,RE,2023-01-12 15:39:59
533,Xai-Xai,-25.0519,33.6442,78.35,78,16,10.69,MZ,2023-01-12 15:39:59
534,Unidos,8.5942,123.668,75.7,91,100,4.5,PH,2023-01-12 15:40:00
535,Pasni,25.2631,63.471,54.54,34,0,32.55,PK,2023-01-12 15:40:00
536,Catalina,32.5056,-110.9211,52.05,51,53,1.99,US,2023-01-12 15:40:01
537,Lamar,33.6668,-95.5836,46.36,68,100,20.71,US,2023-01-12 15:40:01
538,Ambulu,-8.345,113.6058,76.48,83,98,1.66,ID,2023-01-12 15:40:02
539,Le Vauclin,14.5452,-60.8388,82.45,74,75,17.27,MQ,2023-01-12 15:40:02
540,Progreso,21.2833,-89.6667,77.11,64,5,8.5,MX,2023-01-12 15:40:03
541,Waitati,-45.75,170.5667,47.89,93,16,2.08,NZ,2023-01-12 15:40:04
542,Ikom,5.9667,8.7063,96.31,14,5,5.57,NG,2023-01-12 15:40:04
543,Alice Springs,-23.7,133.8833,88.21,40,3,4.61,AU,2023-01-12 15:40:05
544,Mahajanga,-15.7167,46.3167,84.22,74,40,8.05,MG,2023-01-12 15:40:05
545,Honiara,-9.4333,159.95,76.5,89,80,1.25,SB,2023-01-12 15:40:06
546,Tahta,26.7693,31.5021,60.98,40,4,9.06,EG,2023-01-12 15:40:06
547,Avera,33.194,-82.5271,65.55,84,91,14.41,US,2023-01-12 15:40:07
548,Anastacio,-20.4836,-55.8069,86.54,62,42,9.28,BR,2023-01-12 15:38:27
549,Bebedouro,-20.9494,-48.4792,78.75,72,95,4.88,BR,2023-01-12 15:41:07
550,Kyra,49.5776,111.9753,-10.48,71,98,9.84,RU,2023-01-12 15:41:08
